id_transacao,id_origem,id_destino,valor,data_transacao,canal,tipo_conta_origem,tipo_conta_destino,instituicao_origem,instituicao_destino,localizacao_origem,localizacao_destino,dispositivo_origem,ip_origem,fingerprint,fraude
T003647,C00446,C01048,706.43,2025-03-02 20:19:00,BOLETO,Pessoa Física,Pessoa Física,Banco B,Banco B,Teixeira,Araújo,caixa_eletronico,224.124.194.225,3e1d9870f8e7,0
T003648,C00859,C01418,135.25,2025-01-13 00:05:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco C,Barros,Alves Paulista,web,163.28.135.146,dad628cf2afb,0
T003649,C00036,C00076,771.44,2025-01-14 01:22:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,Viana do Oeste,Ramos de Moreira,caixa_eletronico,246.211.246.254,c45c55321e48,0
T003650,C01384,C01289,148.27,2025-02-24 05:19:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco Digital X,da Rosa,Cardoso,web,184.161.3.173,15e236be9da9,0
T003651,C00820,C00724,358.86,2025-01-23 21:36:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Viana Grande,Melo das Pedras,web,105.68.148.182,1664a3d06bc0,0
T003652,C01483,C01157,118.96,2025-02-14 06:32:00,PIX,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Porto Verde,Moraes de Minas,mobile,170.19.79.198,0a11601991a9,0
T003653,C00631,C00363,310.01,2025-03-06 00:16:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Gomes,Ramos,caixa_eletronico,151.47.40.162,4be056b0e49d,0
T003654,C00728,C01477,26.63,2025-01-31 03:16:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Wallet Y,Wallet Y,Nunes,Freitas,web,108.205.128.111,909627e8b18f,0
T003655,C01410,C00185,30.8,2025-01-26 22:44:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Aragão Grande,Costela de Goiás,mobile,229.113.115.105,5db76fd289fa,0
T003656,C00120,C00164,864.64,2025-01-30 11:37:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Araújo,Nunes,mobile,234.69.50.158,a5d5d3e32c87,0
T003657,C00765,C00433,1264.42,2025-02-11 17:15:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco Digital X,Correia,Campos Paulista,caixa_eletronico,19.170.67.162,888e2e3c72db,0
T003658,C00803,C00772,37.71,2025-02-25 07:14:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Wallet Y,Mendes do Norte,Gonçalves,caixa_eletronico,89.107.209.81,6a18377f7dc6,0
T003659,C01297,C00345,1271.62,2025-03-22 01:40:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Wallet Y,Ribeiro de Dias,Moura de Peixoto,mobile,242.151.217.80,0019f17d8de5,0
T003660,C00181,C00925,354.8,2025-02-25 06:42:00,DOC,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Sales de Ramos,Moraes,web,21.87.147.35,a3351de04979,0
T003661,C00970,C00660,43.1,2025-01-08 02:36:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco A,Rodrigues,das Neves Verde,mobile,255.39.253.76,85fcd93f2024,0
T003662,C01146,C01302,198.87,2025-01-05 11:44:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Mendes do Oeste,Costa de Fogaça,web,235.58.177.58,a6c947952dea,0
T003663,C00422,C01314,17.67,2025-03-09 01:47:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco Digital X,Mendes Verde,Santos das Pedras,caixa_eletronico,197.148.85.158,0c200e611b4c,0
T003664,C00866,C01022,154.9,2025-03-01 15:39:00,BOLETO,Pessoa Física,Pessoa Física,Banco B,Banco Digital X,Cavalcanti do Amparo,Aragão do Norte,mobile,120.75.145.141,4416f62b6ba8,0
T003665,C00426,C01489,61.24,2025-02-19 22:11:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco C,Teixeira do Galho,Barros da Mata,caixa_eletronico,42.111.220.243,937f171829d9,0
T003666,C00174,C00050,384.09,2025-01-25 00:02:00,BOLETO,Pessoa Física,Pessoa Física,Banco A,Wallet Y,da Paz,Mendes de Barros,caixa_eletronico,42.161.193.73,10d6ccee99d3,0
T003667,C00669,C00617,861.48,2025-03-23 20:24:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco C,Banco Digital X,da Costa,Monteiro,web,96.241.67.64,1e40d7b78e92,0
T003668,C01026,C00796,210.25,2025-02-22 02:51:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,da Cunha de da Costa,Costa,web,207.189.115.193,f1b6f09085d0,0
T003669,C00608,C00479,133.21,2025-03-18 21:55:00,TED,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco Digital X,Lima da Prata,Gonçalves,web,20.141.173.77,04e72b6daca9,0
T003670,C00849,C00667,19.14,2025-02-04 10:32:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco A,da Mota,Aragão dos Dourados,web,142.66.33.239,38548c5f9902,0
T003671,C00600,C00982,191.02,2025-03-22 12:24:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco A,Caldeira de Minas,Pinto de Porto,mobile,96.122.127.134,ad7a5f9d5243,0
T003672,C00375,C00381,12.09,2025-01-29 22:03:00,PIX,Pessoa Física,Pessoa Física,Banco B,Wallet Y,Sales,Almeida,caixa_eletronico,48.82.243.132,33215694e785,0
T003673,C00046,C00291,124.67,2025-03-21 07:21:00,BOLETO,Pessoa Física,Pessoa Física,Banco A,Banco Digital X,Barros de da Mota,Rocha de Viana,mobile,254.34.250.151,1bb5373a52a2,0
T003674,C00510,C01060,131.0,2025-02-28 21:00:00,DOC,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco A,Azevedo,Duarte de Freitas,caixa_eletronico,108.100.165.179,7b04b37c23e8,0
T003675,C00015,C01131,466.42,2025-01-23 18:10:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Wallet Y,Caldeira do Galho,Monteiro,web,241.193.239.236,e992d6ce9a81,0
T003676,C01286,C01149,16.75,2025-03-27 07:13:00,PIX,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Pires,Caldeira,mobile,172.154.71.152,59c83b1dc464,0
T003677,C00745,C00509,51.13,2025-01-01 19:33:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco A,Martins,Pinto de Mendes,mobile,166.192.229.0,5c980630664b,0
T003678,C00633,C01365,149.36,2025-01-30 17:29:00,TED,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,da Conceição,Rezende,mobile,30.30.60.75,42f251eacf9f,0
T003679,C01104,C01306,108.76,2025-01-30 14:36:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,Melo,da Conceição das Pedras,web,221.156.97.120,793442114134,0
T003680,C01078,C00893,62.03,2025-02-10 06:31:00,TED,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco Digital X,da Mota,Pereira,caixa_eletronico,108.42.26.150,9059d09e5026,0
T003681,C01132,C00415,380.14,2025-02-21 17:09:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Melo Alegre,Fogaça do Oeste,caixa_eletronico,16.145.55.156,3d552dd3abce,0
T003682,C00157,C01335,124.06,2025-03-16 23:29:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco C,Sales de Goiás,Nogueira da Serra,mobile,116.205.128.232,41267021aaef,0
T003683,C00641,C00731,733.08,2025-01-19 11:28:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,Ribeiro das Flores,Dias,caixa_eletronico,242.161.228.243,0dff49b67ddc,0
T003684,C00034,C01041,149.57,2025-03-25 23:49:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Wallet Y,Wallet Y,Nascimento do Amparo,Mendes,web,15.222.133.17,d1a8e9863366,0
T003685,C00704,C00921,51.06,2025-02-02 18:15:00,DOC,Pessoa Jurídica,Pessoa Física,Banco C,Wallet Y,Rodrigues,Moraes,web,152.165.196.184,ac63edb2da8a,0
T003686,C00010,C00299,17.43,2025-02-18 13:26:00,DOC,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,Cardoso das Flores,Jesus das Pedras,caixa_eletronico,166.233.224.111,a01e4d8e9245,0
T003687,FRAUD161,FRAUD162,1039.9,2025-02-01 02:37:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Costa da Prata,da Costa da Prata,mobile,192.168.1.33,663c02b30261,1
T003688,C01451,C01372,184.43,2025-03-20 17:20:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Wallet Y,da Costa,Costa,web,96.83.81.163,89a9c651f7e3,0
T003689,FRAUD074,FRAUD073,1470.96,2025-01-22 10:31:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Ribeiro,Ribeiro,mobile,192.168.1.15,a8ce2bee2e0c,1
T003690,C01134,C00768,262.9,2025-01-31 01:32:00,DOC,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Rodrigues,Freitas,caixa_eletronico,55.110.105.49,2b29e5cab203,0
T003691,C01027,C01281,354.87,2025-03-22 15:56:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Banco B,Aragão,Rezende,caixa_eletronico,78.144.142.251,9eeb2006830a,0
T003692,C01494,C00911,25.43,2025-01-02 01:40:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,da Rocha das Pedras,Vieira do Oeste,caixa_eletronico,119.102.2.57,bfec146c8ec7,0
T003693,C00341,C01359,1194.69,2025-03-12 17:52:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco Digital X,Freitas de Goiás,Porto,web,70.124.203.210,68da63c4d508,0
T003694,C01403,C00730,1245.83,2025-01-14 13:39:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco C,Mendes,Nogueira,caixa_eletronico,27.140.156.29,154efc001897,0
T003695,C00297,C00750,1032.62,2025-01-01 09:44:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Souza de Moura,das Neves da Mata,web,35.48.31.166,5b0a1ef8d891,0
T003696,C01323,C00280,253.81,2025-02-14 10:23:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,Correia do Sul,da Cruz,mobile,17.91.125.204,1507e0eb90a6,0
T003697,C00287,C00958,374.13,2025-01-22 06:23:00,DOC,Pessoa Física,Pessoa Física,Banco A,Banco C,Oliveira dos Dourados,Pinto do Oeste,web,181.219.131.141,ff37f0f08d34,0
T003698,C01090,C00286,383.73,2025-03-27 16:49:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,Almeida de Farias,Dias de das Neves,caixa_eletronico,209.188.42.181,fd3ce7036dfa,0
T003699,C00093,C00839,542.62,2025-03-09 04:22:00,TED,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco A,Viana,Pires,web,133.153.242.20,d9aa888cb153,0
T003700,C01247,C00336,560.04,2025-03-29 05:07:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Wallet Y,Cavalcanti Alegre,Cardoso da Praia,mobile,137.19.247.234,d5e778e5b1fc,0
T003701,C00482,C00675,437.02,2025-03-18 17:47:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco A,Duarte Paulista,da Rosa,mobile,163.141.251.129,f550e97a9758,0
T003702,C00222,C00274,5.26,2025-03-16 05:59:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,da Mota de Moraes,das Neves Verde,caixa_eletronico,229.61.138.1,effd723bbb71,0
T003703,FRAUD164,FRAUD161,802.89,2025-01-05 19:23:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Martins,Martins,web,192.168.1.33,663c02b30261,1
T003704,C00975,C00079,417.05,2025-03-20 10:16:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco B,Cardoso,da Cunha da Serra,web,82.127.44.22,cdb51d655da3,0
T003705,C00755,C00264,510.6,2025-02-16 18:34:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco C,Ferreira,Vieira do Oeste,mobile,27.218.44.231,e25123256a5f,0
T003706,C01172,C00666,7.69,2025-01-21 18:39:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Banco Digital X,da Cruz,Souza,mobile,123.217.75.114,dd5c1afd9069,0
T003707,C00376,C00892,29.24,2025-01-25 23:01:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco Digital X,Banco A,Dias do Amparo,Fernandes do Galho,mobile,43.246.173.122,af4f27208e9a,0
T003708,C00061,C00192,242.82,2025-01-20 21:37:00,TED,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Aragão,Silva,mobile,124.142.3.81,b963005e6057,0
T003709,C00724,C00977,960.19,2025-03-19 07:42:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco A,Oliveira,Nunes Paulista,mobile,254.80.167.74,43b5f3918c4e,0
T003710,C00503,C00169,184.89,2025-02-08 23:01:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco C,da Cruz da Praia,Peixoto do Sul,mobile,151.161.110.12,ce8ff559badb,0
T003711,C00868,C00135,430.2,2025-01-10 18:59:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Wallet Y,Azevedo de Souza,Lopes do Amparo,web,113.236.230.210,d8035de7c37d,0
T003712,C01002,C00513,277.93,2025-03-13 14:58:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Ribeiro,Moraes,web,69.131.0.134,62bb12d8b964,0
T003713,C01393,C00965,509.72,2025-02-20 21:29:00,DOC,Pessoa Física,Pessoa Física,Wallet Y,Banco Digital X,Viana,Cavalcanti,caixa_eletronico,69.114.200.196,adc2033b015c,0
T003714,C00867,C00841,238.25,2025-02-12 12:13:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Rodrigues,Lima Verde,mobile,73.98.97.229,04ef68671ba9,0
T003715,C01234,C01263,294.04,2025-03-02 23:41:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Vieira,Pereira de Minas,mobile,94.245.142.187,acf880a69ec0,0
T003716,C00420,C00533,202.59,2025-01-24 06:10:00,PIX,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,Barbosa,Cavalcanti,web,212.169.32.4,158ad6e053f7,0
T003717,C00297,C01182,578.92,2025-01-04 16:16:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco B,Dias do Galho,Ribeiro,caixa_eletronico,77.18.46.154,5b0a1ef8d891,0
T003718,C00926,C01091,462.52,2025-03-16 13:42:00,DOC,Pessoa Física,Pessoa Jurídica,Banco B,Banco Digital X,Cardoso do Campo,da Mota,web,83.122.35.228,c56b2fa7f7a0,0
T003719,C00849,C00925,332.97,2025-03-17 14:11:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Fogaça,Costela de Freitas,web,113.232.31.233,38548c5f9902,0
T003720,C00855,C00381,120.84,2025-03-22 06:53:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,da Paz,Viana,mobile,114.193.235.2,5b028aded00d,0
T003721,C00390,C00369,307.8,2025-01-14 09:42:00,DOC,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Cavalcanti,Moraes,mobile,174.72.107.120,b6c3be5200a9,0
T003722,C00037,C01387,496.17,2025-01-19 05:02:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco Digital X,Moraes,Mendes da Praia,mobile,161.82.212.55,82822ba34eb0,0
T003723,C01254,C00105,259.52,2025-02-09 00:11:00,DOC,Pessoa Física,Pessoa Física,Banco A,Banco A,Nogueira de Minas,Ramos,mobile,100.62.203.53,f691d1ccfa0b,0
T003724,C00242,C00224,419.5,2025-03-11 06:34:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco C,Banco C,Oliveira,Rodrigues Alegre,mobile,154.16.177.225,3e61f02b9496,0
T003725,C01238,C01157,198.41,2025-03-09 04:14:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Física,Banco B,Banco A,Rezende,Costa da Praia,caixa_eletronico,62.72.133.137,a5885133a434,0
T003726,C00364,C01418,303.24,2025-01-28 07:14:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Wallet Y,da Paz do Sul,Peixoto de Goiás,caixa_eletronico,190.87.120.185,c58b1fafa6f2,0
T003727,C00828,C00597,290.35,2025-02-14 03:51:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Lima,Caldeira Verde,caixa_eletronico,191.72.125.184,8b9cde8f6ec2,0
T003728,C00261,C01402,589.69,2025-03-24 04:25:00,DOC,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Castro das Pedras,Nunes do Amparo,mobile,151.39.23.55,d329fec30cf3,0
T003729,C01301,C00154,60.77,2025-03-18 11:50:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Banco A,Ramos de Nunes,Barbosa,web,156.205.115.47,3ab45adc7ef6,0
T003730,C00855,C01482,467.33,2025-03-15 07:29:00,TED,Pessoa Física,Pessoa Jurídica,Banco A,Banco B,Mendes do Amparo,da Mata,caixa_eletronico,152.176.142.240,5b028aded00d,0
T003731,C01153,C01259,247.42,2025-03-20 02:37:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco A,Wallet Y,Castro do Norte,da Conceição da Praia,mobile,10.139.218.179,269e7e0f4922,0
T003732,C01411,C01152,5.13,2025-01-22 18:03:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco C,das Neves,da Rocha,caixa_eletronico,31.193.96.126,5f59b695d3f0,0
T003733,C01090,C00542,385.35,2025-02-25 06:21:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco C,Campos de Aragão,Aragão,mobile,88.41.137.171,fd3ce7036dfa,0
T003734,C01020,C00089,7.19,2025-02-08 19:01:00,PIX,Pessoa Física,Pessoa Jurídica,Banco C,Banco Digital X,Farias de Fogaça,Costela,mobile,222.142.122.126,d16c6ad90baf,0
T003735,C00225,C01349,61.14,2025-03-01 01:53:00,DOC,Pessoa Física,Pessoa Jurídica,Banco A,Banco Digital X,Duarte Verde,Fogaça das Pedras,mobile,26.175.155.74,39c3f7e143b9,0
T003736,C00073,C00541,282.33,2025-01-09 17:08:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Banco C,Moreira da Serra,Silveira das Flores,web,66.155.57.77,5a2a85f27bb5,0
T003737,C00371,C01180,236.72,2025-01-21 18:50:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco A,Wallet Y,Correia,da Costa da Praia,caixa_eletronico,116.188.209.19,78ecb59d917c,0
T003738,C00568,C00839,735.31,2025-01-23 09:27:00,PIX,Pessoa Jurídica,Pessoa Física,Banco Digital X,Banco B,Fogaça,Aragão de Azevedo,mobile,181.186.221.121,d340923950e4,0
T003739,C00157,C01052,790.69,2025-03-02 11:24:00,PIX,Pessoa Jurídica,Pessoa Física,Banco C,Banco A,Duarte,Cunha da Mata,mobile,211.153.140.245,41267021aaef,0
T003740,C00737,C01216,320.48,2025-02-12 05:12:00,BOLETO,Pessoa Física,Pessoa Física,Banco A,Banco A,Cardoso de Alves,Farias do Sul,mobile,253.170.129.236,d3505bd300a8,0
T003741,C00920,C00489,613.44,2025-02-06 03:12:00,PIX,Pessoa Jurídica,Pessoa Física,Banco A,Banco C,Cunha,Dias Alegre,caixa_eletronico,218.213.8.156,a5c97ac3dd29,0
T003742,FRAUD100,FRAUD101,946.65,2025-01-27 06:49:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Farias de Goiás,Farias de Goiás,web,192.168.1.21,03d28fa7ecbd,1
T003743,C00416,C01332,106.49,2025-01-04 04:24:00,PIX,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco B,Peixoto das Flores,Almeida,mobile,149.133.164.166,a8cd754a0bf1,0
T003744,C00800,C00130,295.36,2025-02-18 15:36:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco A,Banco C,Jesus de Fogaça,Caldeira do Sul,caixa_eletronico,125.155.47.87,c805cd737ced,0
T003745,C00382,C01231,73.65,2025-03-20 06:27:00,PIX,Pessoa Física,Pessoa Física,Banco C,Banco B,Porto,Barros,mobile,32.187.31.179,4d5c63b775c2,0
T003746,C01093,C01235,196.69,2025-02-06 23:01:00,DOC,Pessoa Jurídica,Pessoa Jurídica,Banco A,Banco B,Fernandes,da Cruz,web,67.202.19.198,a6cc23cedb9e,0
T003747,C00685,C00412,314.83,2025-03-15 04:34:00,PIX,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Ferreira de Minas,da Mota,web,200.88.157.8,a6c0044a6631,0
T003748,C00473,C00104,656.04,2025-02-15 00:21:00,TED,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,da Cunha de da Rosa,Azevedo da Mata,caixa_eletronico,211.175.221.199,7c1ef9c941e2,0
T003749,C00741,C00742,1.52,2025-03-13 13:25:00,DOC,Pessoa Jurídica,Pessoa Física,Banco B,Wallet Y,Araújo,da Cruz,caixa_eletronico,82.254.213.158,fe482064a917,0
T003750,C01010,C01403,120.41,2025-01-11 11:08:00,DOC,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco Digital X,da Mata do Amparo,Aragão,caixa_eletronico,252.7.45.186,2d3fdd135ba0,0
T003751,C01067,C00196,414.39,2025-01-12 21:22:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Banco Digital X,Banco B,Gonçalves de da Mata,Moraes,web,11.131.53.226,3fb04a38a7ec,0
T003752,C00155,C01250,241.41,2025-03-05 14:50:00,BOLETO,Pessoa Física,Pessoa Física,Banco C,Wallet Y,Ramos dos Dourados,Santos,caixa_eletronico,97.139.100.61,53b37a6c6fcc,0
T003753,C00501,C00135,55.68,2025-01-17 05:23:00,PIX,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco A,Martins do Oeste,Ramos,web,22.15.89.143,d0e405ee775f,0
T003754,C00589,C00153,336.4,2025-02-18 15:27:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco Digital X,Wallet Y,Sales,Ribeiro de da Rosa,mobile,149.56.241.134,61dce778e558,0
T003755,C00782,C00149,103.98,2025-02-14 13:55:00,DOC,Pessoa Física,Pessoa Física,Banco C,Banco B,Silveira,Dias,web,11.9.243.4,f164735ee823,0
T003756,C01396,C00823,60.16,2025-01-09 10:27:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco B,Banco C,Ferreira dos Dourados,Duarte de Pereira,mobile,53.134.104.194,cee399d037df,0
T003757,FRAUD146,FRAUD145,1153.8,2025-03-13 02:17:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,da Conceição,da Conceição,web,192.168.1.30,76c4d226487b,1
T003758,C00591,C00645,1267.88,2025-01-06 21:57:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Mendes de Sales,da Cunha,web,27.240.74.225,d06dec65ea07,0
T003759,C00008,C00148,43.65,2025-02-10 11:03:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,da Cruz,Teixeira de Goiás,web,162.101.103.18,a8359798f16c,0
T003760,C00155,C00022,676.6,2025-03-28 23:23:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Banco B,Banco C,Nunes da Mata,Moura de Minas,mobile,86.202.177.94,53b37a6c6fcc,0
T003761,C00196,C00753,503.19,2025-02-14 13:15:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Wallet Y,Banco B,Cardoso,Gomes,web,84.15.165.105,54aa0be0cace,0
T003762,C00234,C00357,769.69,2025-02-10 00:14:00,TED,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,Almeida,das Neves,caixa_eletronico,251.48.169.63,981005e98277,0
T003763,C01232,C01328,245.91,2025-02-19 03:45:00,DOC,Pessoa Física,Pessoa Física,Wallet Y,Banco B,Cardoso,da Luz da Serra,mobile,211.229.49.140,1538cf92da5c,0
T003764,C01146,C00535,176.01,2025-01-30 03:34:00,BOLETO,Pessoa Física,Pessoa Física,Banco Digital X,Banco B,da Mata do Oeste,Barbosa,web,176.28.124.178,a6c947952dea,0
T003765,C00264,C00313,28.54,2025-03-02 13:45:00,TED,Pessoa Física,Pessoa Jurídica,Banco C,Banco B,Aragão de Goiás,Ramos,web,125.83.225.235,c25b7664c853,0
T003766,C00454,C01354,86.39,2025-02-26 11:38:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco Digital X,Wallet Y,Barros,Fernandes Paulista,caixa_eletronico,13.163.169.165,ba12a99b38cb,0
T003767,C00580,C00113,1013.88,2025-02-04 04:22:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco C,Wallet Y,Monteiro das Pedras,Cardoso,caixa_eletronico,76.182.247.27,81b8e32292e8,0
T003768,C00990,C01285,171.49,2025-01-31 12:20:00,BOLETO,Pessoa Física,Pessoa Jurídica,Banco B,Banco B,Ferreira do Sul,Almeida,caixa_eletronico,223.150.64.113,25d9d3765d50,0
T003769,C00665,C01468,339.66,2025-02-15 11:08:00,PIX,Pessoa Física,Pessoa Jurídica,Banco Digital X,Banco C,Peixoto,Nascimento de Teixeira,web,23.47.210.146,2b3c0030a1ba,0
T003770,C01422,C00231,566.29,2025-03-08 11:44:00,PIX,Pessoa Física,Pessoa Física,Banco Digital X,Banco Digital X,Costa de Minas,da Luz,web,10.93.225.46,68319e34878d,0
T003771,C01024,C00878,388.35,2025-01-23 10:09:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Jurídica,Banco A,Banco Digital X,Viana,Ferreira de Costela,caixa_eletronico,147.75.151.240,fd19c0ff5fbe,0
T003772,C00034,C01422,7.3,2025-02-13 18:52:00,BOLETO,Pessoa Física,Pessoa Jurídica,Wallet Y,Wallet Y,Azevedo,Gomes,web,55.55.143.92,d1a8e9863366,0
T003773,C00733,C00672,166.11,2025-01-03 04:54:00,TRANSFERÊNCIA INTERNA,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco A,Aragão,Silva do Amparo,caixa_eletronico,122.188.135.193,136e2a86ce73,0
T003774,C01199,C00784,169.98,2025-01-09 02:47:00,TRANSFERÊNCIA INTERNA,Pessoa Física,Pessoa Física,Banco B,Wallet Y,Gonçalves,da Paz,mobile,95.23.127.114,5d73dfb1e01a,0
T003775,C00300,C01186,214.49,2025-01-25 15:43:00,DOC,Pessoa Física,Pessoa Física,Banco C,Banco A,Lopes,Castro,web,230.15.248.113,638e8232cee6,0
T003776,C00593,C00471,60.84,2025-02-03 12:27:00,BOLETO,Pessoa Jurídica,Pessoa Física,Banco A,Banco B,Ribeiro do Sul,Dias,mobile,99.100.198.190,2290d18813ee,0
T003777,C01060,C00717,321.4,2025-01-21 17:36:00,BOLETO,Pessoa Jurídica,Pessoa Jurídica,Wallet Y,Banco B,Costela da Prata,Farias do Oeste,caixa_eletronico,171.34.240.39,0efbebbfdd53,0
